muestra	archivo	subtipo	numero_segmentos_detectados	segmentos_presentes	segmentos_ausentes	longitud_total	N_total	porcentaje_N_total	PB2_presente	PB2_longitud	PB2_N	PB2_porcentaje_N	PB2_estado	PB1_presente	PB1_longitud	PB1_N	PB1_porcentaje_N	PB1_estado	PA_presente	PA_longitud	PA_N	PA_porcentaje_N	PA_estado	HA_presente	HA_longitud	HA_N	HA_porcentaje_N	HA_estado	NP_presente	NP_longitud	NP_N	NP_porcentaje_N	NP_estado	NA_presente	NA_longitud	NA_N	NA_porcentaje_N	NA_estado	M_presente	M_longitud	M_N	M_porcentaje_N	M_estado	NS_presente	NS_longitud	NS_N	NS_porcentaje_N	NS_estado	estado_general
IonXpress_082_232575248	IonXpress_082_232575248.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	728	5.5	Sí	2280	188	8.25	Revisar por N	Sí	2273	157	6.91	Revisar por N	Sí	2151	44	2.05	Correcto	Sí	1752	167	9.53	Revisar por N	Sí	1497	19	1.27	Correcto	Sí	1433	70	4.88	Correcto	Sí	982	33	3.36	Correcto	Sí	863	50	5.79	Revisar por N	Revisar HA/NA
IonXpress_082_232581678	IonXpress_082_232581678.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	12782	96.6	Sí	2280	2280	100.0	Muchos N	Sí	2274	2274	100.0	Muchos N	Sí	2151	2016	93.72	Muchos N	Sí	1752	1683	96.06	Muchos N	Sí	1497	1390	92.85	Muchos N	Sí	1433	1358	94.77	Muchos N	Sí	982	982	100.0	Muchos N	Sí	863	799	92.58	Muchos N	Revisar HA/NA
IonXpress_082_232584604	IonXpress_082_232584604.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	1093	8.26	Sí	2280	181	7.94	Revisar por N	Sí	2274	192	8.44	Revisar por N	Sí	2151	42	1.95	Correcto	Sí	1752	153	8.73	Revisar por N	Sí	1497	104	6.95	Revisar por N	Sí	1433	157	10.96	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	231	26.77	Muchos N	Revisar HA/NA
IonXpress_082_232586185	IonXpress_082_232586185.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	1319	9.97	Sí	2280	247	10.83	Muchos N	Sí	2274	387	17.02	Muchos N	Sí	2151	51	2.37	Correcto	Sí	1752	185	10.56	Muchos N	Sí	1497	186	12.42	Muchos N	Sí	1433	72	5.02	Revisar por N	Sí	982	33	3.36	Correcto	Sí	863	158	18.31	Muchos N	Revisar HA/NA
IonXpress_082_232590175	IonXpress_082_232590175.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	981	7.41	Sí	2280	238	10.44	Muchos N	Sí	2273	226	9.94	Revisar por N	Sí	2151	44	2.05	Correcto	Sí	1752	116	6.62	Revisar por N	Sí	1497	117	7.82	Revisar por N	Sí	1433	156	10.89	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	51	5.91	Revisar por N	Revisar HA/NA
IonXpress_082_232600391	IonXpress_082_232600391.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	571	4.32	Sí	2280	56	2.46	Correcto	Sí	2274	19	0.84	Correcto	Sí	2151	48	2.23	Correcto	Sí	1718	140	8.15	Revisar por N	Sí	1497	6	0.4	Correcto	Sí	1439	104	7.23	Revisar por N	Sí	982	25	2.55	Correcto	Sí	863	173	20.05	Muchos N	Revisar HA/NA
IonXpress_082_232607264	IonXpress_082_232607264.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	968	7.33	Sí	2280	314	13.77	Muchos N	Sí	2274	26	1.14	Correcto	Sí	2151	56	2.6	Correcto	Sí	1718	154	8.96	Revisar por N	Sí	1497	18	1.2	Correcto	Sí	1439	111	7.71	Revisar por N	Sí	982	23	2.34	Correcto	Sí	863	266	30.82	Muchos N	Revisar HA/NA
IonXpress_083_232569809	IonXpress_083_232569809.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13233	1725	13.04	Sí	2281	401	17.58	Muchos N	Sí	2274	447	19.66	Muchos N	Sí	2151	88	4.09	Correcto	Sí	1752	177	10.1	Muchos N	Sí	1497	205	13.69	Muchos N	Sí	1433	87	6.07	Revisar por N	Sí	982	33	3.36	Correcto	Sí	863	287	33.26	Muchos N	Revisar HA/NA
IonXpress_083_232575270	IonXpress_083_232575270.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	1423	10.75	Sí	2280	383	16.8	Muchos N	Sí	2274	260	11.43	Muchos N	Sí	2151	40	1.86	Correcto	Sí	1752	364	20.78	Muchos N	Sí	1497	219	14.63	Muchos N	Sí	1433	60	4.19	Correcto	Sí	982	33	3.36	Correcto	Sí	863	64	7.42	Revisar por N	Revisar HA/NA
IonXpress_083_232581922	IonXpress_083_232581922.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13243	8085	61.05	Sí	2280	1598	70.09	Muchos N	Sí	2274	1379	60.64	Muchos N	Sí	2156	1211	56.17	Muchos N	Sí	1751	1162	66.36	Muchos N	Sí	1504	944	62.77	Muchos N	Sí	1433	833	58.13	Muchos N	Sí	982	400	40.73	Muchos N	Sí	863	558	64.66	Muchos N	Revisar HA/NA
IonXpress_083_232584738	IonXpress_083_232584738.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13239	3610	27.27	Sí	2280	313	13.73	Muchos N	Sí	2274	222	9.76	Revisar por N	Sí	2158	308	14.27	Muchos N	Sí	1752	856	48.86	Muchos N	Sí	1497	437	29.19	Muchos N	Sí	1433	1021	71.25	Muchos N	Sí	982	128	13.03	Muchos N	Sí	863	325	37.66	Muchos N	Revisar HA/NA
IonXpress_083_232586262	IonXpress_083_232586262.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	435	3.29	Sí	2280	136	5.96	Revisar por N	Sí	2273	22	0.97	Correcto	Sí	2151	38	1.77	Correcto	Sí	1752	87	4.97	Correcto	Sí	1497	18	1.2	Correcto	Sí	1433	51	3.56	Correcto	Sí	982	33	3.36	Correcto	Sí	863	50	5.79	Revisar por N	Apta para análisis HA/NA
IonXpress_083_232590224	IonXpress_083_232590224.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13205	476	3.6	Sí	2280	59	2.59	Correcto	Sí	2274	27	1.19	Correcto	Sí	2151	45	2.09	Correcto	Sí	1718	36	2.1	Correcto	Sí	1497	7	0.47	Correcto	Sí	1440	95	6.6	Revisar por N	Sí	982	14	1.43	Correcto	Sí	863	193	22.36	Muchos N	Revisar HA/NA
IonXpress_083_232600461	IonXpress_083_232600461.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	530	4.01	Sí	2280	69	3.03	Correcto	Sí	2273	66	2.9	Correcto	Sí	2151	43	2.0	Correcto	Sí	1752	181	10.33	Muchos N	Sí	1497	19	1.27	Correcto	Sí	1433	70	4.88	Correcto	Sí	982	33	3.36	Correcto	Sí	863	49	5.68	Revisar por N	Revisar HA/NA
IonXpress_083_232607711	IonXpress_083_232607711.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	877	6.63	Sí	2280	69	3.03	Correcto	Sí	2274	50	2.2	Correcto	Sí	2151	43	2.0	Correcto	Sí	1752	220	12.56	Muchos N	Sí	1497	19	1.27	Correcto	Sí	1433	158	11.03	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	285	33.02	Muchos N	Revisar HA/NA
IonXpress_084_232575280	IonXpress_084_232575280.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	1193	9.02	Sí	2280	386	16.93	Muchos N	Sí	2274	27	1.19	Correcto	Sí	2151	44	2.05	Correcto	Sí	1752	290	16.55	Muchos N	Sí	1497	19	1.27	Correcto	Sí	1433	344	24.01	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	50	5.79	Revisar por N	Revisar HA/NA
IonXpress_084_232582082	IonXpress_084_232582082.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13203	7080	53.62	Sí	2280	1645	72.15	Muchos N	Sí	2274	814	35.8	Muchos N	Sí	2150	1437	66.84	Muchos N	Sí	1718	986	57.39	Muchos N	Sí	1497	635	42.42	Muchos N	Sí	1439	830	57.68	Muchos N	Sí	982	408	41.55	Muchos N	Sí	863	325	37.66	Muchos N	Revisar HA/NA
IonXpress_084_232584863	IonXpress_084_232584863.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	589	4.46	Sí	2280	65	2.85	Correcto	Sí	2274	26	1.14	Correcto	Sí	2151	42	1.95	Correcto	Sí	1718	69	4.02	Correcto	Sí	1497	5	0.33	Correcto	Sí	1439	108	7.51	Revisar por N	Sí	982	23	2.34	Correcto	Sí	863	251	29.08	Muchos N	Revisar HA/NA
IonXpress_084_232586265	IonXpress_084_232586265.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13203	733	5.55	Sí	2280	63	2.76	Correcto	Sí	2274	23	1.01	Correcto	Sí	2151	46	2.14	Correcto	Sí	1718	164	9.55	Revisar por N	Sí	1496	18	1.2	Correcto	Sí	1439	98	6.81	Revisar por N	Sí	982	13	1.32	Correcto	Sí	863	308	35.69	Muchos N	Revisar HA/NA
IonXpress_084_232590248	IonXpress_084_232590248.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13203	443	3.36	Sí	2280	63	2.76	Correcto	Sí	2274	27	1.19	Correcto	Sí	2151	49	2.28	Correcto	Sí	1718	115	6.69	Revisar por N	Sí	1496	7	0.47	Correcto	Sí	1439	107	7.44	Revisar por N	Sí	982	14	1.43	Correcto	Sí	863	61	7.07	Revisar por N	Revisar HA/NA
IonXpress_084_232600473	IonXpress_084_232600473.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	584	4.42	Sí	2280	55	2.41	Correcto	Sí	2274	27	1.19	Correcto	Sí	2151	44	2.05	Correcto	Sí	1718	141	8.21	Revisar por N	Sí	1497	20	1.34	Correcto	Sí	1439	95	6.6	Revisar por N	Sí	982	25	2.55	Correcto	Sí	863	177	20.51	Muchos N	Revisar HA/NA
IonXpress_084_232607971	IonXpress_084_232607971.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13233	4471	33.79	Sí	2280	871	38.2	Muchos N	Sí	2274	500	21.99	Muchos N	Sí	2152	507	23.56	Muchos N	Sí	1752	944	53.88	Muchos N	Sí	1497	199	13.29	Muchos N	Sí	1433	826	57.64	Muchos N	Sí	982	46	4.68	Correcto	Sí	863	578	66.98	Muchos N	Revisar HA/NA
IonXpress_084_232669834	IonXpress_084_232669834.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13236	10089	76.22	Sí	2280	1597	70.04	Muchos N	Sí	2274	1777	78.14	Muchos N	Sí	2155	1651	76.61	Muchos N	Sí	1752	1326	75.68	Muchos N	Sí	1497	1020	68.14	Muchos N	Sí	1433	1376	96.02	Muchos N	Sí	982	676	68.84	Muchos N	Sí	863	666	77.17	Muchos N	Revisar HA/NA
IonXpress_085_232575286	IonXpress_085_232575286.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	1081	8.19	Sí	2280	124	5.44	Revisar por N	Sí	2274	27	1.19	Correcto	Sí	2151	57	2.65	Correcto	Sí	1718	351	20.43	Muchos N	Sí	1497	20	1.34	Correcto	Sí	1439	223	15.5	Muchos N	Sí	982	14	1.43	Correcto	Sí	863	265	30.71	Muchos N	Revisar HA/NA
IonXpress_085_232580481	IonXpress_085_232580481.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13246	8711	65.76	Sí	2280	1458	63.95	Muchos N	Sí	2274	1533	67.41	Muchos N	Sí	2157	1262	58.51	Muchos N	Sí	1752	1401	79.97	Muchos N	Sí	1505	1156	76.81	Muchos N	Sí	1433	827	57.71	Muchos N	Sí	982	553	56.31	Muchos N	Sí	863	521	60.37	Muchos N	Revisar HA/NA
IonXpress_085_232584866	IonXpress_085_232584866.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	2371	17.96	Sí	2280	781	34.25	Muchos N	Sí	2274	41	1.8	Correcto	Sí	2151	388	18.04	Muchos N	Sí	1718	556	32.36	Muchos N	Sí	1497	6	0.4	Correcto	Sí	1439	263	18.28	Muchos N	Sí	982	25	2.55	Correcto	Sí	863	311	36.04	Muchos N	Revisar HA/NA
IonXpress_085_232586266	IonXpress_085_232586266.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	403	3.05	Sí	2280	64	2.81	Correcto	Sí	2273	93	4.09	Correcto	Sí	2151	24	1.12	Correcto	Sí	1752	88	5.02	Revisar por N	Sí	1497	16	1.07	Correcto	Sí	1433	43	3.0	Correcto	Sí	982	24	2.44	Correcto	Sí	863	51	5.91	Revisar por N	Revisar HA/NA
IonXpress_085_232590262	IonXpress_085_232590262.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	5811	43.92	Sí	2280	878	38.51	Muchos N	Sí	2274	841	36.98	Muchos N	Sí	2151	1061	49.33	Muchos N	Sí	1752	909	51.88	Muchos N	Sí	1497	609	40.68	Muchos N	Sí	1433	890	62.11	Muchos N	Sí	982	46	4.68	Correcto	Sí	863	577	66.86	Muchos N	Revisar HA/NA
IonXpress_085_232600524	IonXpress_085_232600524.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	379	2.86	Sí	2280	64	2.81	Correcto	Sí	2273	22	0.97	Correcto	Sí	2151	39	1.81	Correcto	Sí	1752	104	5.94	Revisar por N	Sí	1497	9	0.6	Correcto	Sí	1433	58	4.05	Correcto	Sí	982	32	3.26	Correcto	Sí	863	51	5.91	Revisar por N	Revisar HA/NA
IonXpress_085_232607987	IonXpress_085_232607987.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13230	990	7.48	Sí	2280	136	5.96	Revisar por N	Sí	2273	161	7.08	Revisar por N	Sí	2150	43	2.0	Correcto	Sí	1752	345	19.69	Muchos N	Sí	1497	107	7.15	Revisar por N	Sí	1433	107	7.47	Revisar por N	Sí	982	33	3.36	Correcto	Sí	863	58	6.72	Revisar por N	Revisar HA/NA
IonXpress_086_232570240	IonXpress_086_232570240.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13230	751	5.68	Sí	2280	229	10.04	Muchos N	Sí	2273	117	5.15	Revisar por N	Sí	2151	42	1.95	Correcto	Sí	1752	109	6.22	Revisar por N	Sí	1496	54	3.61	Correcto	Sí	1433	118	8.23	Revisar por N	Sí	982	32	3.26	Correcto	Sí	863	50	5.79	Revisar por N	Revisar HA/NA
IonXpress_086_232575616	IonXpress_086_232575616.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13233	627	4.74	Sí	2280	284	12.46	Muchos N	Sí	2275	26	1.14	Correcto	Sí	2151	44	2.05	Correcto	Sí	1752	115	6.56	Revisar por N	Sí	1497	12	0.8	Correcto	Sí	1433	62	4.33	Correcto	Sí	982	33	3.36	Correcto	Sí	863	51	5.91	Revisar por N	Revisar HA/NA
IonXpress_086_232582581	IonXpress_086_232582581.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13233	6769	51.15	Sí	2280	1391	61.01	Muchos N	Sí	2278	1113	48.86	Muchos N	Sí	2148	990	46.09	Muchos N	Sí	1752	1091	62.27	Muchos N	Sí	1497	586	39.14	Muchos N	Sí	1433	721	50.31	Muchos N	Sí	982	538	54.79	Muchos N	Sí	863	339	39.28	Muchos N	Revisar HA/NA
IonXpress_086_232584881	IonXpress_086_232584881.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	1250	9.47	Sí	2280	494	21.67	Muchos N	Sí	2274	25	1.1	Correcto	Sí	2151	44	2.05	Correcto	Sí	1718	225	13.1	Muchos N	Sí	1497	19	1.27	Correcto	Sí	1439	135	9.38	Revisar por N	Sí	982	22	2.24	Correcto	Sí	863	286	33.14	Muchos N	Revisar HA/NA
IonXpress_086_232586347	IonXpress_086_232586347.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	1330	10.05	Sí	2280	227	9.96	Revisar por N	Sí	2274	128	5.63	Revisar por N	Sí	2151	84	3.91	Correcto	Sí	1752	353	20.15	Muchos N	Sí	1497	19	1.27	Correcto	Sí	1433	62	4.33	Correcto	Sí	982	13	1.32	Correcto	Sí	863	444	51.45	Muchos N	Revisar HA/NA
IonXpress_086_232590407	IonXpress_086_232590407.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	309	2.34	Sí	2280	53	2.32	Correcto	Sí	2273	20	0.88	Correcto	Sí	2151	29	1.35	Correcto	Sí	1752	95	5.42	Revisar por N	Sí	1497	4	0.27	Correcto	Sí	1433	41	2.86	Correcto	Sí	982	17	1.73	Correcto	Sí	863	50	5.79	Revisar por N	Revisar HA/NA
IonXpress_086_232600535	IonXpress_086_232600535.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	429	3.25	Sí	2280	55	2.41	Correcto	Sí	2274	34	1.5	Correcto	Sí	2151	44	2.05	Correcto	Sí	1718	21	1.22	Correcto	Sí	1497	15	1.0	Correcto	Sí	1439	86	5.98	Revisar por N	Sí	982	21	2.14	Correcto	Sí	863	153	17.73	Muchos N	Revisar HA/NA
IonXpress_086_232608277	IonXpress_086_232608277.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	2635	19.96	Sí	2280	584	25.61	Muchos N	Sí	2274	241	10.6	Muchos N	Sí	2151	270	12.55	Muchos N	Sí	1718	678	39.46	Muchos N	Sí	1497	21	1.4	Correcto	Sí	1439	251	17.44	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	557	64.54	Muchos N	Revisar HA/NA
IonXpress_087_232570440	IonXpress_087_232570440.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	2029	15.33	Sí	2280	388	17.02	Muchos N	Sí	2274	272	11.96	Muchos N	Sí	2151	108	5.02	Revisar por N	Sí	1752	329	18.78	Muchos N	Sí	1497	241	16.1	Muchos N	Sí	1433	158	11.03	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	500	57.94	Muchos N	Revisar HA/NA
IonXpress_087_232575621	IonXpress_087_232575621.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	1103	8.34	Sí	2280	391	17.15	Muchos N	Sí	2274	168	7.39	Revisar por N	Sí	2151	42	1.95	Correcto	Sí	1752	344	19.63	Muchos N	Sí	1497	13	0.87	Correcto	Sí	1433	60	4.19	Correcto	Sí	982	33	3.36	Correcto	Sí	863	52	6.03	Revisar por N	Revisar HA/NA
IonXpress_087_232582612	IonXpress_087_232582612.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13070	7547	57.74	Sí	2280	1637	71.8	Muchos N	Sí	2274	890	39.14	Muchos N	Sí	2150	1470	68.37	Muchos N	Sí	1718	1004	58.44	Muchos N	Sí	1502	758	50.47	Muchos N	Sí	1301	863	66.33	Muchos N	Sí	982	530	53.97	Muchos N	Sí	863	395	45.77	Muchos N	Revisar HA/NA
IonXpress_087_232585254	IonXpress_087_232585254.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	780	5.89	Sí	2280	191	8.38	Revisar por N	Sí	2274	250	10.99	Muchos N	Sí	2151	38	1.77	Correcto	Sí	1752	142	8.11	Revisar por N	Sí	1497	9	0.6	Correcto	Sí	1433	69	4.82	Correcto	Sí	982	31	3.16	Correcto	Sí	863	50	5.79	Revisar por N	Revisar HA/NA
IonXpress_087_232586430	IonXpress_087_232586430.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	304	2.3	Sí	2280	55	2.41	Correcto	Sí	2274	21	0.92	Correcto	Sí	2151	11	0.51	Correcto	Sí	1752	83	4.74	Correcto	Sí	1497	15	1.0	Correcto	Sí	1433	45	3.14	Correcto	Sí	982	23	2.34	Correcto	Sí	863	51	5.91	Revisar por N	Apta para análisis HA/NA
IonXpress_087_232590591	IonXpress_087_232590591.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	387	2.92	Sí	2280	68	2.98	Correcto	Sí	2273	25	1.1	Correcto	Sí	2151	39	1.81	Correcto	Sí	1752	103	5.88	Revisar por N	Sí	1497	19	1.27	Correcto	Sí	1433	56	3.91	Correcto	Sí	982	27	2.75	Correcto	Sí	863	50	5.79	Revisar por N	Revisar HA/NA
IonXpress_087_232600538	IonXpress_087_232600538.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	674	5.1	Sí	2280	79	3.46	Correcto	Sí	2274	26	1.14	Correcto	Sí	2151	48	2.23	Correcto	Sí	1718	147	8.56	Revisar por N	Sí	1497	19	1.27	Correcto	Sí	1439	107	7.44	Revisar por N	Sí	982	24	2.44	Correcto	Sí	863	224	25.96	Muchos N	Revisar HA/NA
IonXpress_087_232608523	IonXpress_087_232608523.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	601	4.54	Sí	2280	64	2.81	Correcto	Sí	2273	112	4.93	Correcto	Sí	2151	42	1.95	Correcto	Sí	1752	138	7.88	Revisar por N	Sí	1497	10	0.67	Correcto	Sí	1433	153	10.68	Muchos N	Sí	982	31	3.16	Correcto	Sí	863	51	5.91	Revisar por N	Revisar HA/NA
IonXpress_088_232570914	IonXpress_088_232570914.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	1835	13.9	Sí	2280	650	28.51	Muchos N	Sí	2274	144	6.33	Revisar por N	Sí	2151	114	5.3	Revisar por N	Sí	1718	264	15.37	Muchos N	Sí	1497	146	9.75	Revisar por N	Sí	1439	189	13.13	Muchos N	Sí	982	24	2.44	Correcto	Sí	863	304	35.23	Muchos N	Revisar HA/NA
IonXpress_088_232575641	IonXpress_088_232575641.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13231	325	2.46	Sí	2280	62	2.72	Correcto	Sí	2273	21	0.92	Correcto	Sí	2151	34	1.58	Correcto	Sí	1752	67	3.82	Correcto	Sí	1497	13	0.87	Correcto	Sí	1433	55	3.84	Correcto	Sí	982	23	2.34	Correcto	Sí	863	50	5.79	Revisar por N	Apta para análisis HA/NA
IonXpress_088_232582617	IonXpress_088_232582617.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	9078	68.61	Sí	2280	1472	64.56	Muchos N	Sí	2274	1729	76.03	Muchos N	Sí	2151	1259	58.53	Muchos N	Sí	1752	1501	85.67	Muchos N	Sí	1497	1136	75.89	Muchos N	Sí	1433	977	68.18	Muchos N	Sí	982	412	41.96	Muchos N	Sí	863	592	68.6	Muchos N	Revisar HA/NA
IonXpress_088_232585268	IonXpress_088_232585268.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13205	578	4.38	Sí	2280	79	3.46	Correcto	Sí	2274	26	1.14	Correcto	Sí	2151	43	2.0	Correcto	Sí	1718	125	7.28	Revisar por N	Sí	1497	9	0.6	Correcto	Sí	1440	93	6.46	Revisar por N	Sí	982	23	2.34	Correcto	Sí	863	180	20.86	Muchos N	Revisar HA/NA
IonXpress_088_232586449	IonXpress_088_232586449.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13203	244	1.85	Sí	2280	55	2.41	Correcto	Sí	2274	15	0.66	Correcto	Sí	2151	42	1.95	Correcto	Sí	1718	22	1.28	Correcto	Sí	1496	1	0.07	Correcto	Sí	1439	46	3.2	Correcto	Sí	982	18	1.83	Correcto	Sí	863	45	5.21	Revisar por N	Apta para análisis HA/NA
IonXpress_088_232600623	IonXpress_088_232600623.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	438	3.32	Sí	2280	55	2.41	Correcto	Sí	2274	27	1.19	Correcto	Sí	2151	44	2.05	Correcto	Sí	1718	41	2.39	Correcto	Sí	1497	19	1.27	Correcto	Sí	1439	78	5.42	Revisar por N	Sí	982	24	2.44	Correcto	Sí	863	150	17.38	Muchos N	Revisar HA/NA
IonXpress_088_232608703	IonXpress_088_232608703.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	729	5.52	Sí	2280	260	11.4	Muchos N	Sí	2274	26	1.14	Correcto	Sí	2151	44	2.05	Correcto	Sí	1718	93	5.41	Revisar por N	Sí	1497	6	0.4	Correcto	Sí	1439	83	5.77	Revisar por N	Sí	982	24	2.44	Correcto	Sí	863	193	22.36	Muchos N	Revisar HA/NA
IonXpress_089_232571343	IonXpress_089_232571343.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	1521	11.49	Sí	2280	191	8.38	Revisar por N	Sí	2274	373	16.4	Muchos N	Sí	2151	77	3.58	Correcto	Sí	1752	241	13.76	Muchos N	Sí	1497	251	16.77	Muchos N	Sí	1433	90	6.28	Revisar por N	Sí	982	33	3.36	Correcto	Sí	863	265	30.71	Muchos N	Revisar HA/NA
IonXpress_089_232575649	IonXpress_089_232575649.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13204	423	3.2	Sí	2280	99	4.34	Correcto	Sí	2274	27	1.19	Correcto	Sí	2151	44	2.05	Correcto	Sí	1718	50	2.91	Correcto	Sí	1497	3	0.2	Correcto	Sí	1439	93	6.46	Revisar por N	Sí	982	15	1.53	Correcto	Sí	863	92	10.66	Muchos N	Revisar HA/NA
IonXpress_089_232582696	IonXpress_089_232582696.consensus.fasta	H1N1	8	PB2,PB1,PA,HA,NP,NA,M,NS		13232	11509	86.98	Sí	2280	1948	85.44	Muchos N	Sí	2274	1848	81.27	Muchos N	Sí	2151	1860	86.47	Muchos N	Sí	1752	1668	95.21	Muchos N	Sí	1497	1211	80.9	Muchos N	Sí	1433	1322	92.25	Muchos N	Sí	982	803	81.77	Muchos N	Sí	863	849	98.38	Muchos N	Revisar HA/NA
IonXpress_089_232585398	IonXpress_089_232585398.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13203	1362	10.32	Sí	2280	555	24.34	Muchos N	Sí	2274	38	1.67	Correcto	Sí	2151	60	2.79	Correcto	Sí	1717	368	21.43	Muchos N	Sí	1497	20	1.34	Correcto	Sí	1439	215	14.94	Muchos N	Sí	982	33	3.36	Correcto	Sí	863	73	8.46	Revisar por N	Revisar HA/NA
IonXpress_089_232586540	IonXpress_089_232586540.consensus.fasta	H3N2	8	PB2,PB1,PA,HA,NP,NA,M,NS		13203	876	6.63	Sí	2280	322	14.12	Muchos N	Sí	2274	16	0.7	Correcto	Sí	2151	57	2.65	Correcto	Sí	1718	126	7.33	Revisar por N	Sí	1496	21	1.4	Correcto	Sí	1439	113	7.85	Revisar por N	Sí	982	24	2.44	Correcto	Sí	863	197	22.83	Muchos N	Revisar HA/NA
